"","time","bbb_behavior","gpw_behavior","gwb_behavior","wwr_behavior","ybr_behavior","ygr_behavior","ywr_behavior","yyr_behavior","yyw_behavior"
"6409",6409,"Resting","Resting","Exploring","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6410",6410,"Resting","Resting","Exploring","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6411",6411,"Resting","Resting","Exploring","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6412",6412,"Resting","Resting","Exploring","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6413",6413,"Resting","Resting","Exploring","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6414",6414,"Resting","Resting","Exploring","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6415",6415,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6416",6416,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6417",6417,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6418",6418,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6419",6419,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6420",6420,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6421",6421,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6422",6422,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6423",6423,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6424",6424,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6425",6425,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6426",6426,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6427",6427,"Resting","Resting","Antennating Nestmate","Antennating Nestmate","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6428",6428,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6429",6429,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6430",6430,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6431",6431,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6432",6432,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Food Processing"
"6433",6433,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6434",6434,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6435",6435,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6436",6436,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6437",6437,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6438",6438,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6439",6439,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6440",6440,"Resting","Resting","Antennating Nestmate","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6441",6441,"Resting","Resting","Exploring","Exploring","Brood Care","Antennating Nestmate","Food Processing","Resting","Exploring"
"6442",6442,"Resting","Resting","Exploring","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6443",6443,"Resting","Resting","Exploring","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6444",6444,"Resting","Resting","Exploring","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6445",6445,"Resting","Resting","Exploring","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6446",6446,"Resting","Resting","Exploring","Exploring","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6447",6447,"Resting","Resting","Exploring","Grooming","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6448",6448,"Resting","Resting","Exploring","Grooming","Brood Care","Antennating Nestmate","Exploring","Resting","Antennating Nestmate"
"6449",6449,"Resting","Resting","Exploring","Grooming","Brood Care","Antennating Nestmate","Exploring","Resting","Antennating Nestmate"
"6450",6450,"Resting","Resting","Exploring","Grooming","Brood Care","Antennating Nestmate","Exploring","Resting","Antennating Nestmate"
"6451",6451,"Resting","Resting","Antennating Nestmate","Grooming","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6452",6452,"Resting","Resting","Antennating Nestmate","Grooming","Brood Care","Antennating Nestmate","Exploring","Resting","Exploring"
"6453",6453,"Resting","Resting","Antennating Nestmate","Grooming","Brood Care","Resting","Exploring","Resting","Exploring"
"6454",6454,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6455",6455,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6456",6456,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6457",6457,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6458",6458,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6459",6459,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6460",6460,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6461",6461,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6462",6462,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6463",6463,"Resting","Food Processing","Antennating Nestmate","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6464",6464,"Resting","Food Processing","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6465",6465,"Resting","Food Processing","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6466",6466,"Resting","Food Processing","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6467",6467,"Resting","Food Processing","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6468",6468,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6469",6469,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6470",6470,"Resting","Resting","Antennating Nestmate","Resting","Brood Care","Resting","Resting","Resting","Antennating Nestmate"
"6471",6471,"Resting","Resting","Antennating Nestmate","Resting","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate"
"6472",6472,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate"
"6473",6473,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate"
"6474",6474,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6475",6475,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6476",6476,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6477",6477,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6478",6478,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6479",6479,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6480",6480,"Resting","Resting","Exploring","Resting","Antennating Nestmate","Resting","Exploring","Resting","Antennating Nestmate"
"6481",6481,"Resting","Resting","Exploring","Resting","Grooming","Resting","Exploring","Resting","Antennating Nestmate"
"6482",6482,"Resting","Resting","Exploring","Resting","Grooming","Resting","Exploring","Resting","Antennating Nestmate"
"6483",6483,"Resting","Resting","Exploring","Resting","Grooming","Resting","Exploring","Resting","Antennating Nestmate"
"6484",6484,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6485",6485,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6486",6486,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6487",6487,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6488",6488,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6489",6489,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6490",6490,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6491",6491,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6492",6492,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6493",6493,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6494",6494,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6495",6495,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Food Processing"
"6496",6496,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Food Processing"
"6497",6497,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Food Processing"
"6498",6498,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Food Processing"
"6499",6499,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Food Processing"
"6500",6500,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6501",6501,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6502",6502,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6503",6503,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6504",6504,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6505",6505,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6506",6506,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Exploring"
"6507",6507,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6508",6508,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6509",6509,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
"6510",6510,"Brood Care","Resting","Resting","Resting","Brood Care","Resting","Exploring","Resting","Antennating Nestmate"
